Region,Nation,MonthYear,Account Type,Type,Count
None Empire,,2023-07,,Total Orders by Region and Month,100
None Empire,,2023-08,,Total Orders by Region and Month,118
None Empire,,2023-09,,Total Orders by Region and Month,92
None Empire,,2023-10,,Total Orders by Region and Month,94
None Empire,,2023-11,,Total Orders by Region and Month,79
None Empire,,2023-12,,Total Orders by Region and Month,104
Old Empire,,2019-01,,Total Orders by Region and Month,105
Old Empire,,2019-02,,Total Orders by Region and Month,93
Old Empire,,2019-03,,Total Orders by Region and Month,97
Old Empire,,2019-04,,Total Orders by Region and Month,85
Old Empire,,2019-05,,Total Orders by Region and Month,106
Old Empire,,2019-06,,Total Orders by Region and Month,90
Old Empire,,2019-07,,Total Orders by Region and Month,96
Old Empire,,2019-08,,Total Orders by Region and Month,102
Old Empire,,2019-09,,Total Orders by Region and Month,108
Old Empire,,2019-10,,Total Orders by Region and Month,106
Old Empire,,2019-11,,Total Orders by Region and Month,107
Old Empire,,2019-12,,Total Orders by Region and Month,123
Old Empire,,2020-01,,Total Orders by Region and Month,104
Old Empire,,2020-02,,Total Orders by Region and Month,97
Old Empire,,2020-03,,Total Orders by Region and Month,103
Old Empire,,2020-04,,Total Orders by Region and Month,104
Old Empire,,2020-05,,Total Orders by Region and Month,94
Old Empire,,2020-06,,Total Orders by Region and Month,92
Old Empire,,2020-07,,Total Orders by Region and Month,87
Old Empire,,2020-08,,Total Orders by Region and Month,109
Old Empire,,2020-09,,Total Orders by Region and Month,100
Old Empire,,2020-10,,Total Orders by Region and Month,102
Old Empire,,2020-11,,Total Orders by Region and Month,101
Old Empire,,2020-12,,Total Orders by Region and Month,82
Old Empire,,2021-01,,Total Orders by Region and Month,109
Old Empire,,2021-02,,Total Orders by Region and Month,94
Old Empire,,2021-03,,Total Orders by Region and Month,84
Old Empire,,2021-04,,Total Orders by Region and Month,86
Old Empire,,2021-05,,Total Orders by Region and Month,95
Old Empire,,2021-06,,Total Orders by Region and Month,94
Old Empire,,2021-07,,Total Orders by Region and Month,94
Old Empire,,2021-08,,Total Orders by Region and Month,116
Old Empire,,2021-09,,Total Orders by Region and Month,103
Old Empire,,2021-10,,Total Orders by Region and Month,111
Old Empire,,2021-11,,Total Orders by Region and Month,116
Old Empire,,2021-12,,Total Orders by Region and Month,108
Old Empire,,2022-01,,Total Orders by Region and Month,101
Old Empire,,2022-02,,Total Orders by Region and Month,86
Old Empire,,2022-03,,Total Orders by Region and Month,94
Old Empire,,2022-04,,Total Orders by Region and Month,88
Old Empire,,2022-05,,Total Orders by Region and Month,107
Old Empire,,2022-06,,Total Orders by Region and Month,105
Old Empire,,2022-07,,Total Orders by Region and Month,97
Old Empire,,2022-08,,Total Orders by Region and Month,97
Old Empire,,2022-09,,Total Orders by Region and Month,99
Old Empire,,2022-10,,Total Orders by Region and Month,105
Old Empire,,2022-11,,Total Orders by Region and Month,101
Old Empire,,2022-12,,Total Orders by Region and Month,97
Old Empire,,2023-01,,Total Orders by Region and Month,102
Old Empire,,2023-02,,Total Orders by Region and Month,81
Old Empire,,2023-03,,Total Orders by Region and Month,99
Old Empire,,2023-04,,Total Orders by Region and Month,105
Old Empire,,2023-05,,Total Orders by Region and Month,96
Old Empire,,2023-06,,Total Orders by Region and Month,85
Old Empire,,2023-07,,Total Orders by Region and Month,93
Old Empire,,2023-08,,Total Orders by Region and Month,105
Old Empire,,2023-09,,Total Orders by Region and Month,83
Old Empire,,2023-10,,Total Orders by Region and Month,108
Old Empire,,2023-11,,Total Orders by Region and Month,89
Old Empire,,2023-12,,Total Orders by Region and Month,103
Purple Dragon Empire,,2019-01,,Total Orders by Region and Month,554
Purple Dragon Empire,,2019-02,,Total Orders by Region and Month,482
Purple Dragon Empire,,2019-03,,Total Orders by Region and Month,599
Purple Dragon Empire,,2019-04,,Total Orders by Region and Month,579
Purple Dragon Empire,,2019-05,,Total Orders by Region and Month,559
Purple Dragon Empire,,2019-06,,Total Orders by Region and Month,548
Purple Dragon Empire,,2019-07,,Total Orders by Region and Month,601
Purple Dragon Empire,,2019-08,,Total Orders by Region and Month,547
Purple Dragon Empire,,2019-09,,Total Orders by Region and Month,515
Purple Dragon Empire,,2019-10,,Total Orders by Region and Month,617
Purple Dragon Empire,,2019-11,,Total Orders by Region and Month,538
Purple Dragon Empire,,2019-12,,Total Orders by Region and Month,585
Purple Dragon Empire,,2020-01,,Total Orders by Region and Month,592
Purple Dragon Empire,,2020-02,,Total Orders by Region and Month,521
Purple Dragon Empire,,2020-03,,Total Orders by Region and Month,557
Purple Dragon Empire,,2020-04,,Total Orders by Region and Month,576
Purple Dragon Empire,,2020-05,,Total Orders by Region and Month,558
Purple Dragon Empire,,2020-06,,Total Orders by Region and Month,563
Purple Dragon Empire,,2020-07,,Total Orders by Region and Month,574
Purple Dragon Empire,,2020-08,,Total Orders by Region and Month,594
Purple Dragon Empire,,2020-09,,Total Orders by Region and Month,561
Purple Dragon Empire,,2020-10,,Total Orders by Region and Month,558
Purple Dragon Empire,,2020-11,,Total Orders by Region and Month,547
Purple Dragon Empire,,2020-12,,Total Orders by Region and Month,595
Purple Dragon Empire,,2021-01,,Total Orders by Region and Month,579
Purple Dragon Empire,,2021-02,,Total Orders by Region and Month,525
Purple Dragon Empire,,2021-03,,Total Orders by Region and Month,591
Purple Dragon Empire,,2021-04,,Total Orders by Region and Month,561
Purple Dragon Empire,,2021-05,,Total Orders by Region and Month,596
Purple Dragon Empire,,2021-06,,Total Orders by Region and Month,522
Purple Dragon Empire,,2021-07,,Total Orders by Region and Month,541
Purple Dragon Empire,,2021-08,,Total Orders by Region and Month,579
Purple Dragon Empire,,2021-09,,Total Orders by Region and Month,559
Purple Dragon Empire,,2021-10,,Total Orders by Region and Month,612
Purple Dragon Empire,,2021-11,,Total Orders by Region and Month,554
Purple Dragon Empire,,2021-12,,Total Orders by Region and Month,580
Purple Dragon Empire,,2022-01,,Total Orders by Region and Month,605
Purple Dragon Empire,,2022-02,,Total Orders by Region and Month,554
Purple Dragon Empire,,2022-03,,Total Orders by Region and Month,570
Purple Dragon Empire,,2022-04,,Total Orders by Region and Month,488
Purple Dragon Empire,,2022-05,,Total Orders by Region and Month,583
Purple Dragon Empire,,2022-06,,Total Orders by Region and Month,566
Purple Dragon Empire,,2022-07,,Total Orders by Region and Month,559
Purple Dragon Empire,,2022-08,,Total Orders by Region and Month,568
Purple Dragon Empire,,2022-09,,Total Orders by Region and Month,597
Purple Dragon Empire,,2022-10,,Total Orders by Region and Month,596
Purple Dragon Empire,,2022-11,,Total Orders by Region and Month,575
Purple Dragon Empire,,2022-12,,Total Orders by Region and Month,561
Purple Dragon Empire,,2023-01,,Total Orders by Region and Month,558
Purple Dragon Empire,,2023-02,,Total Orders by Region and Month,557
Purple Dragon Empire,,2023-03,,Total Orders by Region and Month,569
Purple Dragon Empire,,2023-04,,Total Orders by Region and Month,553
Purple Dragon Empire,,2023-05,,Total Orders by Region and Month,600
Purple Dragon Empire,,2023-06,,Total Orders by Region and Month,529
Purple Dragon Empire,,2023-07,,Total Orders by Region and Month,574
Purple Dragon Empire,,2023-08,,Total Orders by Region and Month,600
Purple Dragon Empire,,2023-09,,Total Orders by Region and Month,574
Purple Dragon Empire,,2023-10,,Total Orders by Region and Month,569
Purple Dragon Empire,,2023-11,,Total Orders by Region and Month,558
Purple Dragon Empire,,2023-12,,Total Orders by Region and Month,575
Southern Empire,,2019-01,,Total Orders by Region and Month,31
Southern Empire,,2019-02,,Total Orders by Region and Month,30
Southern Empire,,2019-03,,Total Orders by Region and Month,38
Southern Empire,,2019-04,,Total Orders by Region and Month,26
Southern Empire,,2019-05,,Total Orders by Region and Month,28
Southern Empire,,2019-06,,Total Orders by Region and Month,26
Southern Empire,,2019-07,,Total Orders by Region and Month,36
Southern Empire,,2019-08,,Total Orders by Region and Month,29
Southern Empire,,2019-09,,Total Orders by Region and Month,31
Southern Empire,,2019-10,,Total Orders by Region and Month,34
Southern Empire,,2019-11,,Total Orders by Region and Month,29
Southern Empire,,2019-12,,Total Orders by Region and Month,40
Southern Empire,,2020-01,,Total Orders by Region and Month,26
Southern Empire,,2020-02,,Total Orders by Region and Month,28
Southern Empire,,2020-03,,Total Orders by Region and Month,38
Southern Empire,,2020-04,,Total Orders by Region and Month,30
Southern Empire,,2020-05,,Total Orders by Region and Month,34
Southern Empire,,2020-06,,Total Orders by Region and Month,26
Southern Empire,,2020-07,,Total Orders by Region and Month,36
Southern Empire,,2020-08,,Total Orders by Region and Month,23
Southern Empire,,2020-09,,Total Orders by Region and Month,41
Southern Empire,,2020-10,,Total Orders by Region and Month,36
Southern Empire,,2020-11,,Total Orders by Region and Month,33
Southern Empire,,2020-12,,Total Orders by Region and Month,36
Southern Empire,,2021-01,,Total Orders by Region and Month,30
Southern Empire,,2021-02,,Total Orders by Region and Month,24
Southern Empire,,2021-03,,Total Orders by Region and Month,24
Southern Empire,,2021-04,,Total Orders by Region and Month,23
Southern Empire,,2021-05,,Total Orders by Region and Month,23
Southern Empire,,2021-06,,Total Orders by Region and Month,27
Southern Empire,,2021-07,,Total Orders by Region and Month,48
Southern Empire,,2021-08,,Total Orders by Region and Month,27
Southern Empire,,2021-09,,Total Orders by Region and Month,24
Southern Empire,,2021-10,,Total Orders by Region and Month,27
Southern Empire,,2021-11,,Total Orders by Region and Month,22
Southern Empire,,2021-12,,Total Orders by Region and Month,28
Southern Empire,,2022-01,,Total Orders by Region and Month,36
Southern Empire,,2022-02,,Total Orders by Region and Month,27
Southern Empire,,2022-03,,Total Orders by Region and Month,30
Southern Empire,,2022-04,,Total Orders by Region and Month,24
Southern Empire,,2022-05,,Total Orders by Region and Month,29
Southern Empire,,2022-06,,Total Orders by Region and Month,31
Southern Empire,,2022-07,,Total Orders by Region and Month,37
Southern Empire,,2022-08,,Total Orders by Region and Month,36
Southern Empire,,2022-09,,Total Orders by Region and Month,38
Southern Empire,,2022-10,,Total Orders by Region and Month,35
Southern Empire,,2022-11,,Total Orders by Region and Month,28
Southern Empire,,2022-12,,Total Orders by Region and Month,41
Southern Empire,,2023-01,,Total Orders by Region and Month,26
Southern Empire,,2023-02,,Total Orders by Region and Month,36
Southern Empire,,2023-03,,Total Orders by Region and Month,40
Southern Empire,,2023-04,,Total Orders by Region and Month,31
Southern Empire,,2023-05,,Total Orders by Region and Month,28
Southern Empire,,2023-06,,Total Orders by Region and Month,23
Southern Empire,,2023-07,,Total Orders by Region and Month,34
Southern Empire,,2023-08,,Total Orders by Region and Month,34
Southern Empire,,2023-09,,Total Orders by Region and Month,30
Southern Empire,,2023-10,,Total Orders by Region and Month,34
Southern Empire,,2023-11,,Total Orders by Region and Month,25
Southern Empire,,2023-12,,Total Orders by Region and Month,33
Thayan Empire,,2019-01,,Total Orders by Region and Month,528
Thayan Empire,,2019-02,,Total Orders by Region and Month,472
Thayan Empire,,2019-03,,Total Orders by Region and Month,535
Thayan Empire,,2019-04,,Total Orders by Region and Month,495
Thayan Empire,,2019-05,,Total Orders by Region and Month,483
Thayan Empire,,2019-06,,Total Orders by Region and Month,500
Thayan Empire,,2019-07,,Total Orders by Region and Month,485
Thayan Empire,,2019-08,,Total Orders by Region and Month,499
Thayan Empire,,2019-09,,Total Orders by Region and Month,509
Thayan Empire,,2019-10,,Total Orders by Region and Month,543
Thayan Empire,,2019-11,,Total Orders by Region and Month,495
Thayan Empire,,2019-12,,Total Orders by Region and Month,538
Thayan Empire,,2020-01,,Total Orders by Region and Month,494
Thayan Empire,,2020-02,,Total Orders by Region and Month,517
Thayan Empire,,2020-03,,Total Orders by Region and Month,541
Thayan Empire,,2020-04,,Total Orders by Region and Month,498
Thayan Empire,,2020-05,,Total Orders by Region and Month,534
Thayan Empire,,2020-06,,Total Orders by Region and Month,501
Thayan Empire,,2020-07,,Total Orders by Region and Month,556
Thayan Empire,,2020-08,,Total Orders by Region and Month,506
Thayan Empire,,2020-09,,Total Orders by Region and Month,506
Thayan Empire,,2020-10,,Total Orders by Region and Month,561
Thayan Empire,,2020-11,,Total Orders by Region and Month,521
Thayan Empire,,2020-12,,Total Orders by Region and Month,533
Thayan Empire,,2021-01,,Total Orders by Region and Month,491
Thayan Empire,,2021-02,,Total Orders by Region and Month,506
Thayan Empire,,2021-03,,Total Orders by Region and Month,546
Thayan Empire,,2021-04,,Total Orders by Region and Month,508
Thayan Empire,,2021-05,,Total Orders by Region and Month,512
Thayan Empire,,2021-06,,Total Orders by Region and Month,506
Thayan Empire,,2021-07,,Total Orders by Region and Month,482
Thayan Empire,,2021-08,,Total Orders by Region and Month,551
Thayan Empire,,2021-09,,Total Orders by Region and Month,548
Thayan Empire,,2021-10,,Total Orders by Region and Month,526
Thayan Empire,,2021-11,,Total Orders by Region and Month,460
Thayan Empire,,2021-12,,Total Orders by Region and Month,538
Thayan Empire,,2022-01,,Total Orders by Region and Month,569
Thayan Empire,,2022-02,,Total Orders by Region and Month,499
Thayan Empire,,2022-03,,Total Orders by Region and Month,536
Thayan Empire,,2022-04,,Total Orders by Region and Month,521
Thayan Empire,,2022-05,,Total Orders by Region and Month,498
Thayan Empire,,2022-06,,Total Orders by Region and Month,490
Thayan Empire,,2022-07,,Total Orders by Region and Month,519
Thayan Empire,,2022-08,,Total Orders by Region and Month,494
Thayan Empire,,2022-09,,Total Orders by Region and Month,540
Thayan Empire,,2022-10,,Total Orders by Region and Month,543
Thayan Empire,,2022-11,,Total Orders by Region and Month,517
Thayan Empire,,2022-12,,Total Orders by Region and Month,517
Thayan Empire,,2023-01,,Total Orders by Region and Month,502
